At The Intersection Of Lightwood Road And Corrigan Road Noble Park - Lane 1 2|0|0|-37.96152|145.168969|618fRVM7Vvo|NA|0
At The Intersection Of Lincoln Causeway And Hume Highway Ramp Wodonga - Lane 1 2|2150|568848|-36.109963|146.893869|Ff7xbJrPZh8|NA|254
At The Intersection Of Loddon Valley Highway And Calder Highway Ironbark - Lane 1 2 3|879|245315|-36.755467|144.263254|x3OFszQSw7w|NA|77
At The Intersection Of Lonsdale Street And Webster Street Dandenong - Lane 1 2 3 4|2897|825735|-37.992941|145.216002|1SIDDYov1p8|NA|0
At The Intersection Of Macaulay Road And Stubbs Street Kensington - Lane 1 2|3137|915146|-37.794999|144.934995|jWPanbIJuKE|NA|0
At The Intersection Of Mahoneys Road And High Street Thomastown - Lane 1 2 3|156|51056|-37.694658|145.010958|hi9EnVW8_hg|NA|0
At The Intersection Of Mahoneys Road And High Street Thomastown - Lane 4 5|2156|860128|-37.694839|145.010888|hi9EnVW8_hg|NA|0
At The Intersection Of Manningham Road And Macedon Road Templestowe Lower - Lane 1 2 3|464|152799|-37.773379|145.111797|BNSzgvpF8AM|NA|0
At The Intersection Of Maribyrnong Road And Mount Alexander Road Moonee Ponds - Lane 1 2 3|438|173572|-37.772724|144.926584|jZ4xFI-26vk|NA|0
At The Intersection Of Maroondah Highway And Approximately 100 Metres West Of Hutchinson Street - Eastbound Lilydale - Lane 1 2|6053|1531766|-37.756892|145.346782|TdVtCmQ_fdc|NA|0
At The Intersection Of Maroondah Highway And Approximately 100 Metres West Of Hutchinson Street - Westbound Lilydale - Lane 1 2|10450|2528949|-37.757067|145.347462|uo1ccGyMy8k|NA|0
At The Intersection Of Maroondah Highway And Exeter Road Croydon North|0|0|-37.77094|145.294898|S9k5WHJWyb4|NA|0
At The Intersection Of Maroondah Highway And Mount Dandenong Road Ringwood - Lane 23|8081|1905220|-37.810913|145.237827|HqSJeE9yXQg|NA|0
At The Intersection Of Maroondah Highway And Mount Dandenong Road Ringwood - Lane 4 56|339|136229|-37.810899|145.237704|HqSJeE9yXQg|NA|0
At The Intersection Of Maroondah Highway And Ringwood Bypass Ringwood - Lane 1 2|911|233995|-37.81124|145.237147|dn_ICJBeBAs|NA|0
At The Intersection Of Maroondah Highway And Ringwood Bypass Ringwood - Lane 3 4 5|96|38016|-37.811227|145.237033|dn_ICJBeBAs|NA|0
At The Intersection Of Maroondah Highway And Springvale Road Nunawading - Lane 1 2 3 4|51|16435|-37.818627|145.1765|d20GnYJn9qo|NA|0
At The Intersection Of Maroondah Highway And Springvale Road Nunawading - Lane 5 6|2127|850232|-37.818452|145.176563|d20GnYJn9qo|NA|0
At The Intersection Of McIvor Road And Reservoir Road Strathdale - Lane 1 2 3 4|979|250797|-36.759605|144.317687|jgAOI9J2ovo|NA|13
At The Intersection Of Melville Road And Albion Street Brunswick - Wet Film|174|70095|-37.758398|144.945021|3LGxal21zC0|NA|0
At The Intersection Of Middleborough Road And Eastern Freeway Box Hill North - Lane 1 2 3|5903|1502004|-37.79896|145.142219|FnsXJkXyg9A|NA|0
At The Intersection Of Mont Albert Road And Union Road Surrey Hills - Lane 1 2|258|95560|-37.82035|145.098015|SXeH1aX4ofk|NA|0
At The Intersection Of Moorabool Street And Fyans Street South Geelong - Lane 1 2 3 4|1393|432965|-38.161799|144.354017|L1UtYk69cgw|NA|0
At The Intersection Of Mountain Highway And Wantirna Road Wantirna - Lane 1 2 3|272|98491|-37.849057|145.226961|2Y3ggEWzXPI|NA|0
At The Intersection Of Mt Dandenong Road And Dorset Road Croydon - Lane 1 2 3 4|119|38298|-37.799773|145.290494|teW85erbt8g|NA|0
At The Intersection Of Munro Street And Sydney Road Coburg - Lane 1 2 3|450|170249|-37.744891|144.965614|FM1gHyeCAk8|NA|0
At The Intersection Of Murray Road And Elizabeth Street Coburg - Lane 1 2 3|1170|323306|-37.735982|144.983031|T_gCRw7-vYw|NA|0
At The Intersection Of Narre Warren North Road And Ernst Wanke Road Narre Warren - Lane 1 2 3|380|108875|-37.996825|145.312603|Hj-dQdtnsK0|NA|0
At The Intersection Of Narre Warren North Road And Ernst Wanke Road Narre Warren North - Lane 1 2 3|974|248185|-37.996549|145.312812|Hj-dQdtnsK0|NA|0
At The Intersection Of Nepean Highway And Bungower Road Mornington - Lane 1 2 3 4|921|296198|-38.220081|145.05705|LdvLTkWt1yM|NA|0
At The Intersection Of Nepean Highway And Centre Road Brighton East - Lane 1 2 3|974|243596|-37.916069|145.01791|R9znXi9yvMg|NA|0
At The Intersection Of Nepean Highway And Centre Road Brighton East - Lane 4 5|1049|256338|-37.916058|145.018015|R9znXi9yvMg|NA|0
At The Intersection Of Nepean Highway And Davey Street Frankston - Lane 1 2 3|1099|339364|-38.145081|145.120366|889MI5N-u6g|NA|5116
At The Intersection Of Nepean Highway And Davey Street Frankston - Lane 4 5|483|110654|-38.145|145.120202|889MI5N-u6g|NA|5116
At The Intersection Of Nepean Highway And Highett Road Highett - Lane 1 2 3 4|2206|775886|-37.949453|145.046254|uOK2zE7pYDo|NA|0
At The Intersection Of Nepean Highway And Highett Road Highett - Wet Film|25|9900|-37.948752|145.045947|889MI5N-u6g|NA|2511
At The Intersection Of Nepean Highway And Karen Street Highett - Lane 1 2|396|106781|-37.957084|145.052023|889MI5N-u6g|NA|2580
At The Intersection Of Nepean Highway And Karen Street Highett - Lane 3 4 5|2636|1039850|-37.957101|145.051702|889MI5N-u6g|NA|2580
At The Intersection Of Nepean Highway And Main Street Mornington - Lane 1 2 3 4|1027|309140|-38.229773|145.044513|v9FQi9Wyjjs|NA|0
At The Intersection Of Nepean Highway And Warrigal Road Mentone - Lane 1 2 3|234|84673|-37.981618|145.070974|889MI5N-u6g|NA|3011
At The Intersection Of Nepean Highway And Warrigal Road Mentone - Lane 4 5|361|142645|-37.981858|145.070948|889MI5N-u6g|NA|3011
At The Intersection Of Nicholson Street And Albert Street East Melbourne - Lane 1|0|0|-37.809409|144.972836|NJqfcLBShBc|NA|0
At The Intersection Of Nicholson Street And Elgin Street Carlton - Lane 1 2 3|570|218169|-37.798285|144.974691|mzLtzKa1W_s|NA|0
At The Intersection Of Nicholson Street And Glenlyon Road Brunswick - Wet Film|470|186517|-37.773246|144.979379|1Hg5kMXHGz0|NA|0
