total_crashes,total_inj,fatal,inj_male,inj_female,old_driver,young_driver,total_pop,inj_per_crash,male_%,female_%,older_%,young_%,percent_fatal,percent_crashes,percent_pop
44676,110512,547,60524,44069,2735,13680,4415403,2.4736323753245593,0.5476690314174026,0.3987711741711307,0.06121855134747963,0.30620467365028203,0.44580277098614507,0.7087266208734553,0.7460798896679817
18361,40022,680,22542,16010,1331,5303,1502734,2.17972877294265,0.5632402178801659,0.40002998350907,0.0724906050868689,0.28881869179238606,0.5541972290138549,0.2912733791265447,0.25392011033201833
