id,postcode,locality,state,long,lat,dc,type,status,sa3,sa3name,sa4,sa4name,region
6399,3294,WOODHOUSE,VIC,142.312764,-37.573978,HAMILTON POST SHOP,Delivery Area,Updated 6-Feb-2020,21701,Glenelg - Southern Grampians,217,Warrnambool and South West,R3
6400,3300,BYADUK NORTH,VIC,142.013356,-37.743155,HAMILTON POST SHOP,Delivery Area,Updated 6-Feb-2020,21701,Glenelg - Southern Grampians,217,Warrnambool and South West,R3
6401,3300,HAMILTON,VIC,142.013356,-37.743155,HAMILTON POST SHOP,Delivery Area,Updated 6-Feb-2020,21701,Glenelg - Southern Grampians,217,Warrnambool and South West,R3
6402,3301,BOCHARA,VIC,142.034141,-38.118855,HAMILTON POST SHOP,Delivery Area,Updated 6-Feb-2020,21702,Warrnambool - Otway Ranges,217,Warrnambool and South West,R3
6403,3301,BROADWATER,VIC,142.034141,-38.118855,HAMILTON POST SHOP,Delivery Area,Updated 6-Feb-2020,21702,Warrnambool - Otway Ranges,217,Warrnambool and South West,R3
6404,3301,BUCKLEY SWAMP,VIC,142.034141,-38.118855,HAMILTON POST SHOP,Delivery Area,Updated 6-Feb-2020,21702,Warrnambool - Otway Ranges,217,Warrnambool and South West,R3
6405,3301,BYADUK,VIC,142.034141,-38.118855,HAMILTON POST SHOP,Delivery Area,Updated 6-Feb-2020,21702,Warrnambool - Otway Ranges,217,Warrnambool and South West,R3
6406,3301,CROXTON EAST,VIC,142.034141,-38.118855,HAMILTON POST SHOP,Delivery Area,Updated 6-Feb-2020,21702,Warrnambool - Otway Ranges,217,Warrnambool and South West,R3
6407,3301,HENSLEY PARK,VIC,142.034141,-38.118855,HAMILTON POST SHOP,Delivery Area,Updated 6-Feb-2020,21702,Warrnambool - Otway Ranges,217,Warrnambool and South West,R3
6408,3301,MORGIANA,VIC,142.034141,-38.118855,HAMILTON POST SHOP,Delivery Area,Updated 6-Feb-2020,21702,Warrnambool - Otway Ranges,217,Warrnambool and South West,R3
6409,3301,MOUNT NAPIER,VIC,142.034141,-38.118855,HAMILTON POST SHOP,Delivery Area,Updated 6-Feb-2020,21702,Warrnambool - Otway Ranges,217,Warrnambool and South West,R3
6410,3301,STRATHKELLAR,VIC,142.034141,-38.118855,HAMILTON POST SHOP,Delivery Area,Updated 6-Feb-2020,21702,Warrnambool - Otway Ranges,217,Warrnambool and South West,R3
6411,3301,TAHARA,VIC,142.034141,-38.118855,HAMILTON POST SHOP,Delivery Area,Updated 6-Feb-2020,21702,Warrnambool - Otway Ranges,217,Warrnambool and South West,R3
6412,3301,TARRINGTON,VIC,142.034141,-38.118855,HAMILTON POST SHOP,Delivery Area,Updated 6-Feb-2020,21702,Warrnambool - Otway Ranges,217,Warrnambool and South West,R3
6413,3301,WANNON,VIC,142.034141,-38.118855,HAMILTON POST SHOP,Delivery Area,Updated 6-Feb-2020,21702,Warrnambool - Otway Ranges,217,Warrnambool and South West,R3
6414,3301,WARRAYURE,VIC,142.034141,-38.118855,HAMILTON POST SHOP,Delivery Area,Updated 6-Feb-2020,21702,Warrnambool - Otway Ranges,217,Warrnambool and South West,R3
6415,3301,YATCHAW,VIC,142.034141,-38.118855,HAMILTON POST SHOP,Delivery Area,Updated 6-Feb-2020,21702,Warrnambool - Otway Ranges,217,Warrnambool and South West,R3
6416,3301,YULECART,VIC,142.034141,-38.118855,HAMILTON POST SHOP,Delivery Area,Updated 6-Feb-2020,21702,Warrnambool - Otway Ranges,217,Warrnambool and South West,R3
6417,3302,BRANXHOLME,VIC,141.706379,-37.847981,HAMILTON POST SHOP,Delivery Area,Updated 6-Feb-2020,21701,Glenelg - Southern Grampians,217,Warrnambool and South West,R3
6418,3302,GRASSDALE,VIC,141.706379,-37.847981,HAMILTON POST SHOP,Delivery Area,Updated 6-Feb-2020,21701,Glenelg - Southern Grampians,217,Warrnambool and South West,R3
6419,3303,BREAKAWAY CREEK,VIC,141.789606,-37.980868,PORTLAND,Delivery Area,Updated 6-Feb-2020,21702,Warrnambool - Otway Ranges,217,Warrnambool and South West,R3
6420,3303,CONDAH,VIC,141.789606,-37.980868,PORTLAND,Delivery Area,Updated 6-Feb-2020,21702,Warrnambool - Otway Ranges,217,Warrnambool and South West,R3
6421,3303,CONDAH SWAMP,VIC,141.789606,-37.980868,Victoria Country 4,,Updated 6-Feb-2020,21702,Warrnambool - Otway Ranges,217,Warrnambool and South West,R3
6422,3303,HOTSPUR,VIC,141.789606,-37.980868,PORTLAND,Delivery Area,Updated 6-Feb-2020,21702,Warrnambool - Otway Ranges,217,Warrnambool and South West,R3
6423,3303,LAKE CONDAH,VIC,141.789606,-37.980868,PORTLAND,Delivery Area,Updated 6-Feb-2020,21702,Warrnambool - Otway Ranges,217,Warrnambool and South West,R3
6424,3303,WALLACEDALE,VIC,141.789606,-37.980868,PORTLAND,Delivery Area,Updated 6-Feb-2020,21702,Warrnambool - Otway Ranges,217,Warrnambool and South West,R3
6425,3304,BESSIEBELLE,VIC,141.952156,-38.182084,HEYWOOD,Delivery Area,Updated 6-Feb-2020,21702,Warrnambool - Otway Ranges,217,Warrnambool and South West,R3
6426,3304,DARTMOOR,VIC,141.952156,-38.182084,HEYWOOD,Delivery Area,Updated 6-Feb-2020,21702,Warrnambool - Otway Ranges,217,Warrnambool and South West,R3
6427,3304,DRIK DRIK,VIC,141.952156,-38.182084,HEYWOOD,Delivery Area,Updated 6-Feb-2020,21702,Warrnambool - Otway Ranges,217,Warrnambool and South West,R3
6428,3304,DRUMBORG,VIC,141.952156,-38.182084,HEYWOOD,Delivery Area,Updated 6-Feb-2020,21702,Warrnambool - Otway Ranges,217,Warrnambool and South West,R3
6429,3304,GREENWALD,VIC,141.952156,-38.182084,HEYWOOD,Delivery Area,Updated 6-Feb-2020,21702,Warrnambool - Otway Ranges,217,Warrnambool and South West,R3
6430,3304,HEYWOOD,VIC,141.952156,-38.182084,HEYWOOD,Delivery Area,Updated 6-Feb-2020,21702,Warrnambool - Otway Ranges,217,Warrnambool and South West,R3
6431,3304,HOMERTON,VIC,141.952156,-38.182084,HEYWOOD,Delivery Area,Updated 6-Feb-2020,21702,Warrnambool - Otway Ranges,217,Warrnambool and South West,R3
6432,3304,LYONS,VIC,141.952156,-38.182084,HEYWOOD,Delivery Area,Updated 6-Feb-2020,21702,Warrnambool - Otway Ranges,217,Warrnambool and South West,R3
6433,3304,MILLTOWN,VIC,141.952156,-38.182084,HEYWOOD,Delivery Area,Updated 6-Feb-2020,21702,Warrnambool - Otway Ranges,217,Warrnambool and South West,R3
6434,3304,MUMBANNAR,VIC,141.952156,-38.182084,HEYWOOD,Delivery Area,Updated 6-Feb-2020,21702,Warrnambool - Otway Ranges,217,Warrnambool and South West,R3
6150,3304,MYAMYN,VIC,141.952156,-38.182084,HEYWOOD,Delivery Area,Updated 6-Feb-2020,21702,Warrnambool - Otway Ranges,217,Warrnambool and South West,R3
6151,3304,WINNAP,VIC,141.952156,-38.182084,HEYWOOD,Delivery Area,Updated 6-Feb-2020,21702,Warrnambool - Otway Ranges,217,Warrnambool and South West,R3
6152,3305,ALLESTREE,VIC,141.437227,-38.235475,PORTLAND,Delivery Area,Updated 6-Feb-2020,21701,Glenelg - Southern Grampians,217,Warrnambool and South West,R3
6153,3305,BOLWARRA,VIC,141.437227,-38.235475,PORTLAND,Delivery Area,Updated 6-Feb-2020,21701,Glenelg - Southern Grampians,217,Warrnambool and South West,R3
6154,3305,CAPE BRIDGEWATER,VIC,141.437227,-38.235475,PORTLAND,Delivery Area,Updated 6-Feb-2020,21701,Glenelg - Southern Grampians,217,Warrnambool and South West,R3
6155,3305,CASHMORE,VIC,141.437227,-38.235475,PORTLAND,Delivery Area,Updated 6-Feb-2020,21701,Glenelg - Southern Grampians,217,Warrnambool and South West,R3
6156,3305,DUTTON WAY,VIC,141.437227,-38.235475,PORTLAND,Delivery Area,Updated 6-Feb-2020,21701,Glenelg - Southern Grampians,217,Warrnambool and South West,R3
6157,3305,GORAE,VIC,141.437227,-38.235475,PORTLAND,Delivery Area,Updated 6-Feb-2020,21701,Glenelg - Southern Grampians,217,Warrnambool and South West,R3
6158,3305,GORAE WEST,VIC,141.437227,-38.235475,PORTLAND,Delivery Area,Updated 6-Feb-2020,21701,Glenelg - Southern Grampians,217,Warrnambool and South West,R3
6159,3305,HEATHMERE,VIC,141.437227,-38.235475,PORTLAND,Delivery Area,Updated 6-Feb-2020,21701,Glenelg - Southern Grampians,217,Warrnambool and South West,R3
6160,3305,MOUNT RICHMOND,VIC,141.437227,-38.235475,PORTLAND,Delivery Area,Updated 6-Feb-2020,21701,Glenelg - Southern Grampians,217,Warrnambool and South West,R3
6161,3305,PORTLAND,VIC,141.437227,-38.235475,PORTLAND,Delivery Area,Updated 6-Feb-2020,21701,Glenelg - Southern Grampians,217,Warrnambool and South West,R3
6162,3305,PORTLAND NORTH,VIC,141.437227,-38.235475,PORTLAND,Delivery Area,Updated 6-Feb-2020,21701,Glenelg - Southern Grampians,217,Warrnambool and South West,R3
6163,3305,PORTLAND WEST,VIC,141.437227,-38.235475,PORTLAND,Delivery Area,Updated 6-Feb-2020,21701,Glenelg - Southern Grampians,217,Warrnambool and South West,R3
6164,3309,DIGBY,VIC,141.511007,-37.82644,DIGBY,Delivery Area,Updated 6-Feb-2020,21701,Glenelg - Southern Grampians,217,Warrnambool and South West,R3
6165,3310,MERINO,VIC,141.549163,-37.70789,MERINO,Delivery Area,Updated 6-Feb-2020,21701,Glenelg - Southern Grampians,217,Warrnambool and South West,R3
6166,3310,TAHARA WEST,VIC,141.549163,-37.70789,MERINO,Delivery Area,Updated 6-Feb-2020,21701,Glenelg - Southern Grampians,217,Warrnambool and South West,R3
6167,3311,CASTERTON,VIC,141.229722,-37.468159,CASTERTON,Delivery Area,Updated 6-Feb-2020,21701,Glenelg - Southern Grampians,217,Warrnambool and South West,R3
6168,3311,CORNDALE,VIC,141.229722,-37.468159,CASTERTON,Delivery Area,Updated 6-Feb-2020,21701,Glenelg - Southern Grampians,217,Warrnambool and South West,R3
6169,3311,HEATH FIELD,VIC,141.229722,-37.468159,Victoria Country 5,,Updated 6-Feb-2020,21701,Glenelg - Southern Grampians,217,Warrnambool and South West,R3
6170,3311,PURALKA,VIC,141.229722,-37.468159,Victoria Country 5,,Updated 6-Feb-2020,21701,Glenelg - Southern Grampians,217,Warrnambool and South West,R3
6171,3312,BAHGALLAH,VIC,141.365747,-37.6391,CASTERTON,Delivery Area,Updated 6-Feb-2020,21701,Glenelg - Southern Grampians,217,Warrnambool and South West,R3
6172,3312,BRIMBOAL,VIC,141.365747,-37.6391,CASTERTON,Delivery Area,Updated 6-Feb-2020,21701,Glenelg - Southern Grampians,217,Warrnambool and South West,R3
6173,3312,CARAPOOK,VIC,141.365747,-37.6391,CASTERTON,Delivery Area,Updated 6-Feb-2020,21701,Glenelg - Southern Grampians,217,Warrnambool and South West,R3
6174,3312,CHETWYND,VIC,141.365747,-37.6391,CASTERTON,Delivery Area,Updated 6-Feb-2020,21701,Glenelg - Southern Grampians,217,Warrnambool and South West,R3
6175,3312,DERGHOLM,VIC,141.365747,-37.6391,CASTERTON,Delivery Area,Updated 6-Feb-2020,21701,Glenelg - Southern Grampians,217,Warrnambool and South West,R3
6176,3312,DORODONG,VIC,141.365747,-37.6391,CASTERTON,Delivery Area,Updated 6-Feb-2020,21701,Glenelg - Southern Grampians,217,Warrnambool and South West,R3
6177,3312,DUNROBIN,VIC,141.365747,-37.6391,CASTERTON,Delivery Area,Updated 6-Feb-2020,21701,Glenelg - Southern Grampians,217,Warrnambool and South West,R3
6178,3312,HENTY,VIC,141.365747,-37.6391,CASTERTON,Delivery Area,Updated 6-Feb-2020,21701,Glenelg - Southern Grampians,217,Warrnambool and South West,R3
6179,3312,KILLARA,VIC,141.365747,-37.6391,CASTERTON,Delivery Area,Updated 6-Feb-2020,21701,Glenelg - Southern Grampians,217,Warrnambool and South West,R3
6180,3312,LAKE MUNDI,VIC,141.365747,-37.6391,CASTERTON,Delivery Area,Updated 6-Feb-2020,21701,Glenelg - Southern Grampians,217,Warrnambool and South West,R3
6181,3312,LINDSAY,VIC,141.365747,-37.6391,CASTERTON,Delivery Area,Updated 6-Feb-2020,21701,Glenelg - Southern Grampians,217,Warrnambool and South West,R3
6182,3312,MUNTHAM,VIC,141.365747,-37.6391,Victoria Country 5,,Updated 6-Feb-2020,21701,Glenelg - Southern Grampians,217,Warrnambool and South West,R3
6183,3312,NANGEELA,VIC,141.365747,-37.6391,CASTERTON,Delivery Area,Updated 6-Feb-2020,21701,Glenelg - Southern Grampians,217,Warrnambool and South West,R3
6184,3312,POOLAIJELO,VIC,141.365747,-37.6391,CASTERTON,Delivery Area,Updated 6-Feb-2020,21701,Glenelg - Southern Grampians,217,Warrnambool and South West,R3
6185,3312,POWERS CREEK,VIC,141.365747,-37.6391,CASTERTON,Delivery Area,Updated 6-Feb-2020,21701,Glenelg - Southern Grampians,217,Warrnambool and South West,R3
6186,3312,SANDFORD,VIC,141.365747,-37.6391,CASTERTON,Delivery Area,Updated 6-Feb-2020,21701,Glenelg - Southern Grampians,217,Warrnambool and South West,R3
6187,3312,STRATHDOWNIE,VIC,141.365747,-37.6391,CASTERTON,Delivery Area,Updated 6-Feb-2020,21701,Glenelg - Southern Grampians,217,Warrnambool and South West,R3
20793,3312,WANDO BRIDGE,VIC,141.4238728,-37.43928729,Victoria Country 5,Delivery Area,Updated 6-Feb-2020,21701,Glenelg - Southern Grampians,217,Warrnambool and South West,R3
6188,3312,WANDO VALE,VIC,141.365747,-37.6391,CASTERTON,Delivery Area,Updated 6-Feb-2020,21701,Glenelg - Southern Grampians,217,Warrnambool and South West,R3
6189,3312,WARROCK,VIC,141.365747,-37.6391,CASTERTON,Delivery Area,Updated 6-Feb-2020,21701,Glenelg - Southern Grampians,217,Warrnambool and South West,R3
6190,3314,BULART,VIC,141.935665,-37.586718,CAVENDISH,Delivery Area,Updated 6-Feb-2020,21701,Glenelg - Southern Grampians,217,Warrnambool and South West,R3
6191,3314,CAVENDISH,VIC,141.935665,-37.586718,CAVENDISH,Delivery Area,Updated 6-Feb-2020,21701,Glenelg - Southern Grampians,217,Warrnambool and South West,R3
6192,3314,GLENISLA,VIC,141.935665,-37.586718,CAVENDISH,Delivery Area,Updated 6-Feb-2020,21701,Glenelg - Southern Grampians,217,Warrnambool and South West,R3
20794,3314,GRAMPIANS,VIC,142.329907,-37.34896421,Victoria Country 4,Delivery Area,Updated 6-Feb-2020,21701,Glenelg - Southern Grampians,217,Warrnambool and South West,R3
6193,3314,MOORALLA,VIC,141.935665,-37.586718,CAVENDISH,Delivery Area,Updated 6-Feb-2020,21701,Glenelg - Southern Grampians,217,Warrnambool and South West,R3
6194,3314,WOOHLPOOER,VIC,141.935665,-37.586718,CAVENDISH,Delivery Area,Updated 6-Feb-2020,21701,Glenelg - Southern Grampians,217,Warrnambool and South West,R3
6195,3315,BRIT BRIT,VIC,141.687516,-37.408371,COLERAINE,Delivery Area,Updated 6-Feb-2020,21701,Glenelg - Southern Grampians,217,Warrnambool and South West,R3
6196,3315,CLOVER FLAT,VIC,141.687516,-37.408371,COLERAINE,Delivery Area,Updated 6-Feb-2020,21701,Glenelg - Southern Grampians,217,Warrnambool and South West,R3
6197,3315,COLERAINE,VIC,141.687516,-37.408371,COLERAINE,Delivery Area,Updated 6-Feb-2020,21701,Glenelg - Southern Grampians,217,Warrnambool and South West,R3
6198,3315,COOJAR,VIC,141.687516,-37.408371,COLERAINE,Delivery Area,Updated 6-Feb-2020,21701,Glenelg - Southern Grampians,217,Warrnambool and South West,R3
6199,3315,CULLA,VIC,141.687516,-37.408371,COLERAINE,Delivery Area,Updated 6-Feb-2020,21701,Glenelg - Southern Grampians,217,Warrnambool and South West,R3
6200,3315,GRINGEGALGONA,VIC,141.687516,-37.408371,COLERAINE,Delivery Area,Updated 6-Feb-2020,21701,Glenelg - Southern Grampians,217,Warrnambool and South West,R3
6201,3315,GRITJURK,VIC,141.687516,-37.408371,COLERAINE,Delivery Area,Updated 6-Feb-2020,21701,Glenelg - Southern Grampians,217,Warrnambool and South West,R3
6202,3315,HILGAY,VIC,141.687516,-37.408371,COLERAINE,Delivery Area,Updated 6-Feb-2020,21701,Glenelg - Southern Grampians,217,Warrnambool and South West,R3
6203,3315,KONONGWOOTONG,VIC,141.687516,-37.408371,COLERAINE,Delivery Area,Updated 6-Feb-2020,21701,Glenelg - Southern Grampians,217,Warrnambool and South West,R3
6204,3315,MELVILLE FOREST,VIC,141.687516,-37.408371,COLERAINE,Delivery Area,Updated 6-Feb-2020,21701,Glenelg - Southern Grampians,217,Warrnambool and South West,R3
20795,3315,MUNTHAM,VIC,141.5443271,-37.5733696,Coleraine,Delivery Area,Updated 6-Feb-2020,21701,Glenelg - Southern Grampians,217,Warrnambool and South West,R3
6205,3315,NAREEN,VIC,141.687516,-37.408371,COLERAINE,Delivery Area,Updated 6-Feb-2020,21701,Glenelg - Southern Grampians,217,Warrnambool and South West,R3
6206,3315,PARKWOOD,VIC,141.687516,-37.408371,Coleraine,,Updated 6-Feb-2020,21701,Glenelg - Southern Grampians,217,Warrnambool and South West,R3
6207,3315,PASCHENDALE,VIC,141.687516,-37.408371,COLERAINE,Delivery Area,Updated 6-Feb-2020,21701,Glenelg - Southern Grampians,217,Warrnambool and South West,R3
6208,3315,TAHARA BRIDGE,VIC,141.687516,-37.408371,COLERAINE,Delivery Area,Updated 6-Feb-2020,21701,Glenelg - Southern Grampians,217,Warrnambool and South West,R3
6209,3315,TARRAYOUKYAN,VIC,141.687516,-37.408371,COLERAINE,Delivery Area,Updated 6-Feb-2020,21701,Glenelg - Southern Grampians,217,Warrnambool and South West,R3
6210,3315,TARRENLEA,VIC,141.687516,-37.408371,COLERAINE,Delivery Area,Updated 6-Feb-2020,21701,Glenelg - Southern Grampians,217,Warrnambool and South West,R3
6211,3315,WOOTONG VALE,VIC,141.687516,-37.408371,COLERAINE,Delivery Area,Updated 6-Feb-2020,21701,Glenelg - Southern Grampians,217,Warrnambool and South West,R3
6212,3317,HARROW,VIC,141.451647,-37.166673,HARROW,Delivery Area,Updated 6-Feb-2020,21701,Glenelg - Southern Grampians,217,Warrnambool and South West,R3
6213,3318,CHARAM,VIC,141.269571,-37.025316,EDENHOPE LPO,Delivery Area,Updated 6-Feb-2020,40702,Limestone Coast,407,South Australia - South East,R3
6214,3318,CONNEWIRRICOO,VIC,141.269571,-37.025316,COLERAINE,Delivery Area,Updated 6-Feb-2020,40702,Limestone Coast,407,South Australia - South East,R3
6215,3318,EDENHOPE,VIC,141.269571,-37.025316,EDENHOPE LPO,Delivery Area,Updated 6-Feb-2020,40702,Limestone Coast,407,South Australia - South East,R3
6216,3318,JALLAKIN,VIC,141.269571,-37.025316,Victoria Country 5,,Updated 6-Feb-2020,40702,Limestone Coast,407,South Australia - South East,R3
6217,3318,KADNOOK,VIC,141.269571,-37.025316,EDENHOPE LPO,Delivery Area,Updated 6-Feb-2020,40702,Limestone Coast,407,South Australia - South East,R3
6218,3318,LANGKOOP,VIC,141.269571,-37.025316,EDENHOPE LPO,Delivery Area,Updated 6-Feb-2020,40702,Limestone Coast,407,South Australia - South East,R3
6219,3318,MEEREEK,VIC,141.269571,-37.025316,Victoria Country 5,,Updated 6-Feb-2020,40702,Limestone Coast,407,South Australia - South East,R3
6220,3318,PATYAH,VIC,141.269571,-37.025316,EDENHOPE LPO,Delivery Area,Updated 6-Feb-2020,40702,Limestone Coast,407,South Australia - South East,R3
6221,3318,ULLSWATER,VIC,141.269571,-37.025316,EDENHOPE LPO,Delivery Area,Updated 6-Feb-2020,40702,Limestone Coast,407,South Australia - South East,R3
6222,3319,APSLEY,VIC,141.051389,-36.873961,APSLEY,Delivery Area,Updated 6-Feb-2020,21501,Grampians,215,North West,R3
6223,3319,BENAYEO,VIC,141.051389,-36.873961,APSLEY,Delivery Area,Updated 6-Feb-2020,21501,Grampians,215,North West,R3
6224,3319,BRINGALBERT,VIC,141.051389,-36.873961,APSLEY,Delivery Area,Updated 6-Feb-2020,21501,Grampians,215,North West,R3
6225,3321,HESSE,VIC,143.88056,-38.087758,INVERLEIGH,Delivery Area,Updated 6-Feb-2020,21702,Warrnambool - Otway Ranges,217,Warrnambool and South West,R3
6226,3321,INVERLEIGH,VIC,143.88056,-38.087758,INVERLEIGH,Delivery Area,Updated 6-Feb-2020,21702,Warrnambool - Otway Ranges,217,Warrnambool and South West,R3
6227,3321,WINGEEL,VIC,143.88056,-38.087758,INVERLEIGH,Delivery Area,Updated 6-Feb-2020,21702,Warrnambool - Otway Ranges,217,Warrnambool and South West,R3
6228,3322,CRESSY,VIC,143.743305,-38.021333,CRESSY CPA,Delivery Area,Updated 6-Feb-2020,21702,Warrnambool - Otway Ranges,217,Warrnambool and South West,R3
6229,3323,BERRYBANK,VIC,143.520934,-38.026314,GEELONG MC OPERATIONS,Delivery Area,Updated 6-Feb-2020,21702,Warrnambool - Otway Ranges,217,Warrnambool and South West,R3
6230,3323,DUVERNEY,VIC,143.520934,-38.026314,GEELONG MC OPERATIONS,Delivery Area,Updated 6-Feb-2020,21702,Warrnambool - Otway Ranges,217,Warrnambool and South West,R3
6231,3323,FOXHOW,VIC,143.520934,-38.026314,GEELONG MC OPERATIONS,Delivery Area,Updated 6-Feb-2020,21702,Warrnambool - Otway Ranges,217,Warrnambool and South West,R3
6232,3324,LISMORE,VIC,143.375414,-37.941939,LISMORE,Delivery Area,Updated 6-Feb-2020,21702,Warrnambool - Otway Ranges,217,Warrnambool and South West,R3
6233,3324,MINGAY,VIC,143.375414,-37.941939,LISMORE,Delivery Area,Updated 6-Feb-2020,21702,Warrnambool - Otway Ranges,217,Warrnambool and South West,R3
6234,3324,MOUNT BUTE,VIC,143.375414,-37.941939,LISMORE,Delivery Area,Updated 6-Feb-2020,21702,Warrnambool - Otway Ranges,217,Warrnambool and South West,R3
6235,3325,DERRINALLUM,VIC,143.185911,-37.877452,DERRINALLUM,Delivery Area,Updated 6-Feb-2020,21702,Warrnambool - Otway Ranges,217,Warrnambool and South West,R3
6236,3325,LARRALEA,VIC,143.185911,-37.877452,DERRINALLUM,Delivery Area,Updated 6-Feb-2020,21702,Warrnambool - Otway Ranges,217,Warrnambool and South West,R3
6237,3325,VITE VITE,VIC,143.185911,-37.877452,DERRINALLUM,Delivery Area,Updated 6-Feb-2020,21702,Warrnambool - Otway Ranges,217,Warrnambool and South West,R3
6238,3325,VITE VITE NORTH,VIC,143.185911,-37.877452,DERRINALLUM,Delivery Area,Updated 6-Feb-2020,21702,Warrnambool - Otway Ranges,217,Warrnambool and South West,R3
6239,3328,TEESDALE,VIC,144.043058,-38.018664,TEESDALE,Delivery Area,Updated 6-Feb-2020,20301,Barwon - West,203,Geelong,R2
6240,3329,BARUNAH PARK,VIC,143.908716,-37.983701,SHELFORD,Delivery Area,Updated 6-Feb-2020,21702,Warrnambool - Otway Ranges,217,Warrnambool and South West,R3
20796,3329,BARUNAH PLAINS,VIC,143.7726902,-38.04453757,Victoria Country 2,Delivery Area,Updated 6-Feb-2020,21702,Warrnambool - Otway Ranges,217,Warrnambool and South West,R3
6241,3329,SHELFORD,VIC,143.908716,-37.983701,SHELFORD,Delivery Area,Updated 6-Feb-2020,21702,Warrnambool - Otway Ranges,217,Warrnambool and South West,R3
6242,3330,ROKEWOOD,VIC,143.758576,-37.918437,SHELFORD,Delivery Area,Updated 6-Feb-2020,20301,Barwon - West,203,Geelong,R2
6243,3331,BANNOCKBURN,VIC,144.194625,-38.049195,BANNOCKBURN,Delivery Area,Updated 6-Feb-2020,20301,Barwon - West,203,Geelong,R2
6244,3331,GHERINGHAP,VIC,144.194625,-38.049195,BANNOCKBURN,Delivery Area,Updated 6-Feb-2020,20301,Barwon - West,203,Geelong,R2
6245,3331,MAUDE,VIC,144.194625,-38.049195,BANNOCKBURN,Delivery Area,Updated 6-Feb-2020,20301,Barwon - West,203,Geelong,R2
6246,3331,RUSSELLS BRIDGE,VIC,144.194625,-38.049195,BANNOCKBURN,Delivery Area,Updated 6-Feb-2020,20301,Barwon - West,203,Geelong,R2
6247,3331,SHE OAKS,VIC,144.194625,-38.049195,BANNOCKBURN,Delivery Area,Updated 6-Feb-2020,20301,Barwon - West,203,Geelong,R2
6248,3331,STEIGLITZ,VIC,144.194625,-38.049195,BANNOCKBURN,Delivery Area,Updated 6-Feb-2020,20301,Barwon - West,203,Geelong,R2
6249,3331,SUTHERLANDS CREEK,VIC,144.194625,-38.049195,BANNOCKBURN,Delivery Area,Updated 6-Feb-2020,20301,Barwon - West,203,Geelong,R2
6250,3332,LETHBRIDGE,VIC,144.097178,-37.944446,GEELONG MC OPERATIONS,Delivery Area,Updated 6-Feb-2020,20301,Barwon - West,203,Geelong,R2
6251,3333,BAMGANIE,VIC,144.04476,-37.87179,MEREDITH,Delivery Area,Updated 6-Feb-2020,20301,Barwon - West,203,Geelong,R2
6252,3333,MEREDITH,VIC,144.04476,-37.87179,MEREDITH,Delivery Area,Updated 6-Feb-2020,20301,Barwon - West,203,Geelong,R2
6253,3334,BUNGAL,VIC,144.086089,-37.75803,ELAINE,Delivery Area,Updated 6-Feb-2020,20301,Barwon - West,203,Geelong,R3
6254,3334,CARGERIE,VIC,144.086089,-37.75803,ELAINE,Delivery Area,Updated 6-Feb-2020,20301,Barwon - West,203,Geelong,R3
6255,3334,ELAINE,VIC,144.086089,-37.75803,ELAINE,Delivery Area,Updated 6-Feb-2020,20301,Barwon - West,203,Geelong,R3
6256,3334,MORRISONS,VIC,144.086089,-37.75803,Victoria Country 2,,Updated 6-Feb-2020,20301,Barwon - West,203,Geelong,R3
6257,3334,MOUNT DORAN,VIC,144.086089,-37.75803,ELAINE,Delivery Area,Updated 6-Feb-2020,20301,Barwon - West,203,Geelong,R3
20797,3335,BONNIE BROOK,VIC,144.6698898,-37.69608887,Melbourne Metro,Delivery Area,Updated 6-Feb-2020,21304,Melton - Bacchus Marsh,213,Melbourne - West,R1
20798,3335,GRANGEFIELDS,VIC,144.6393305,-37.7069003,Melbourne Metro,Delivery Area,Updated 6-Feb-2020,21304,Melton - Bacchus Marsh,213,Melbourne - West,R1
6258,3335,PLUMPTON,VIC,144.699671,-37.724141,MELTON DELIVERY,Delivery Area,Updated 6-Feb-2020,21304,Melton - Bacchus Marsh,213,Melbourne - West,R1
6259,3335,ROCKBANK,VIC,144.699671,-37.724141,MELTON DELIVERY,Delivery Area,Updated 6-Feb-2020,21304,Melton - Bacchus Marsh,213,Melbourne - West,R1
20799,3335,THORNHILL PARK,VIC,144.624896,-37.73029166,Melbourne Metro,Delivery Area,Updated 6-Feb-2020,21304,Melton - Bacchus Marsh,213,Melbourne - West,R1
16731,3336,AINTREE,VIC,144.6684,-37.719,,,Added 23-Nov-2018,,,,,R1
16732,3336,DEANSIDE,VIC,144.7041,-37.7332,,,Added 23-Nov-2018,,,,,R1
20800,3336,FRASER RISE,VIC,144.7126219,-37.70482231,,Delivery Area,Added 26-Aug-2019,,,,,R1
20801,3337,HARKNESS,VIC,144.5462424,-37.65724033,Melbourne Metro,Delivery Area,Updated 6-Feb-2020,21304,Melton - Bacchus Marsh,213,Melbourne - West,R1
6260,3337,KURUNJANG,VIC,144.571458,-37.656057,MELTON DELIVERY,Delivery Area,Updated 6-Feb-2020,21304,Melton - Bacchus Marsh,213,Melbourne - West,R1
6261,3337,MELTON,VIC,144.571458,-37.656057,MELTON DELIVERY,Delivery Area,Updated 6-Feb-2020,21304,Melton - Bacchus Marsh,213,Melbourne - West,R1
6262,3337,MELTON WEST,VIC,144.571458,-37.656057,MELTON DELIVERY,Delivery Area,Updated 6-Feb-2020,21304,Melton - Bacchus Marsh,213,Melbourne - West,R1
